beach_id,beach_name,n_samples,actual_positive_rate,pred_positive_rate,avg_probability,avg_confidence_distance,avg_month_last,avg_diameter_cm_last,avg_observation_count_last,avg_sting_last,accuracy,precision,recall,f1,tp,fp,tn,fn
1,Nahariya-Rosh Hniqra,937,0.31696905016008536,0.11632870864461047,0.3424871861934662,0.16916584968566895,6.351120471954346,7.415104389190674,3.581643581390381,0.1558164358139038,0.7075773745997865,0.6055045871559633,0.2222222222222222,0.3251231527093596,66,43,597,231
2,Acco-Nahariyah,499,0.3246492985971944,0.04809619238476954,0.31145647168159485,0.1940419226884842,6.102204322814941,10.071531295776367,2.6933867931365967,0.13426853716373444,0.6913827655310621,0.6666666666666666,0.09876543209876543,0.17204301075268819,16,8,329,146
3,Kiryat Yam-Acco,871,0.3639494833524684,0.07003444316877153,0.30815550684928894,0.19757787883281708,6.202066421508789,11.735675811767578,2.920780658721924,0.1492537260055542,0.6555683122847302,0.639344262295082,0.12302839116719243,0.20634920634920634,39,22,532,278
4,Shiqmona-Kiryat yam,821,0.3337393422655298,0.02192448233861145,0.289655864238739,0.21147878468036652,6.289890289306641,20.90332794189453,2.808769702911377,0.09378806501626968,0.6735688185140073,0.6666666666666666,0.043795620437956206,0.0821917808219178,12,6,541,262
5,Tira-Shiqmona,1265,0.3067193675889328,0.1075098814229249,0.2951405346393585,0.22097042202949524,6.800790309906006,13.346207618713379,3.2758893966674805,0.2284584939479828,0.7264822134387352,0.6544117647058824,0.22938144329896906,0.33969465648854963,89,47,830,299
6,Atlit-Tira,800,0.26875,0.03125,0.280032753944397,0.22251178324222565,6.387499809265137,10.005840301513672,2.557499885559082,0.12250000238418579,0.745,0.72,0.08372093023255814,0.15,18,7,578,197
7,Dor-Atlit,1651,0.29678982434887946,0.09993943064809206,0.28196898102760315,0.22921179234981537,6.693519115447998,167.380126953125,3.649909257888794,0.12598425149917603,0.7365233192004845,0.6666666666666666,0.22448979591836735,0.33587786259541985,110,55,1106,380
8,Jisr a zarqa-Dor,478,0.32217573221757323,0.0397489539748954,0.28107166290283203,0.22146593034267426,6.868200778961182,21.199499130249023,2.941422700881958,0.11924686282873154,0.6799163179916318,0.5263157894736842,0.06493506493506493,0.11560693641618497,10,9,315,144
9,Hadera-Jisr a zarqa,666,0.3408408408408408,0.11261261261261261,0.351148784160614,0.15984268486499786,6.253753662109375,16.5120792388916,3.027027130126953,0.18318317830562592,0.6786786786786787,0.5866666666666667,0.19383259911894274,0.2913907284768212,44,31,408,183
10,Michmoret-Hadera,1069,0.37511693171188026,0.1599625818521983,0.3565372824668884,0.16196219623088837,6.171187877655029,13.331515312194824,3.4817585945129395,0.19083255529403687,0.6782039289055192,0.6666666666666666,0.28428927680798005,0.3986013986013986,114,57,611,287
11,Natanya-Michmoret,852,0.2535211267605634,0.10328638497652583,0.2873973250389099,0.2230624407529831,6.812206745147705,5.809020042419434,3.1408450603485107,0.2852112650871277,0.7676056338028169,0.6022727272727273,0.24537037037037038,0.34868421052631576,53,35,601,163
12,Gaash-Natanya,738,0.33875338753387535,0.11924119241192412,0.3160090148448944,0.19696860015392303,6.663956642150879,15.384082794189453,3.0840108394622803,0.2452574521303177,0.6829268292682927,0.5909090909090909,0.208,0.3076923076923077,52,36,452,198
13,Herzlia-Gaash,936,0.33974358974358976,0.13995726495726496,0.321056604385376,0.19733811914920807,6.672008514404297,13.904584884643555,3.634615421295166,0.29700854420661926,0.7061965811965812,0.6641221374045801,0.27358490566037735,0.38752783964365256,87,44,574,231
14,Tel Aviv-Herzlia,1100,0.3109090909090909,0.14454545454545453,0.30632004141807556,0.21618562936782837,6.783636569976807,9.570781707763672,3.8745453357696533,0.23818181455135345,0.7372727272727273,0.6666666666666666,0.30994152046783624,0.4231536926147705,106,53,705,236
15,Jaffa-Tel Aviv,955,0.31308900523560207,0.18534031413612564,0.31168973445892334,0.2156776487827301,6.920418739318848,7.564103603363037,3.7654449939727783,0.35811519622802734,0.7151832460732984,0.576271186440678,0.3411371237458194,0.42857142857142855,102,75,581,197
16,Rishon-Jaffa,151,0.423841059602649,0.3841059602649007,0.47829189896583557,0.05100459232926369,5.907284736633301,13.033184051513672,2.927152395248413,0.33112582564353943,0.5894039735099338,0.5172413793103449,0.46875,0.4918032786885246,30,28,59,34
17,Palmahim-Rishon,1003,0.40079760717846463,0.357926221335992,0.4534626007080078,0.08623024821281433,6.811565399169922,14.708227157592773,4.725822448730469,0.22532403469085693,0.650049850448654,0.5710306406685237,0.5099502487562189,0.5387647831800263,205,154,447,197
18,Ashdod-Palmahim,642,0.43769470404984423,0.2383177570093458,0.3693902790546417,0.16119182109832764,6.2056074142456055,17.424230575561523,3.822429895401001,0.3161993622779846,0.6573208722741433,0.6993464052287581,0.3807829181494662,0.4930875576036866,107,46,315,174
19,Ashkelon-Ashdod,1262,0.286053882725832,0.09984152139461172,0.29751113057136536,0.2154397815465927,6.6022186279296875,6.80956506729126,3.1251981258392334,0.1331220269203186,0.7361331220285261,0.6111111111111112,0.21329639889196675,0.3162217659137577,77,49,852,284
